temperature,humidity,CO2CosIRValue,CO2MG811Value,MOX1,MOX2,MOX3,MOX4,COValue
15.82,43.74,66.0,619.0,616.0,797.0,769.0,720.0,79.0
20.12,57.88,71.0,500.0,536.0,710.0,669.0,618.0,121.0
20.14,56.88,69.0,503.0,533.0,714.0,672.0,622.0,114.0
22.34,46.28,124.0,587.0,453.0,727.0,684.0,614.0,112.0
21.37,48.57,121.0,505.0,524.0,703.0,664.0,597.0,123.0
16.79,54.64,118.0,508.0,537.0,719.0,679.0,615.0,109.0
15.94,57.45,60.0,509.0,589.0,734.0,702.0,641.0,115.0
18.92,49.89,64.0,564.0,534.0,759.0,719.0,656.0,87.0
18.6,56.32,25.0,559.0,537.0,753.0,713.0,649.0,105.0
20.0,57.09,112.0,598.0,447.0,726.0,673.0,600.0,159.0
20.39,58.86,44.0,518.0,529.0,698.0,641.0,589.0,157.0
24.72,47.9,121.0,572.0,402.0,704.0,658.0,584.0,131.0
14.6,40.4,69.0,522.0,617.0,790.0,759.0,718.0,95.0
20.74,54.58,121.0,540.0,511.0,723.0,662.0,609.0,123.0
19.1,55.87,115.0,552.0,495.0,713.0,666.0,592.0,121.0
22.59,46.1,125.0,509.0,494.0,701.0,659.0,590.0,135.0
20.2,58.29,124.0,548.0,484.0,724.0,682.0,613.0,108.0
19.84,51.38,117.0,506.0,499.0,700.0,658.0,592.0,126.0
23.58,51.35,148.0,564.0,383.0,684.0,642.0,556.0,128.0
14.88,50.09,94.0,512.0,543.0,723.0,687.0,625.0,102.0
17.8,55.01,104.0,597.0,520.0,755.0,714.0,652.0,106.0
18.95,55.4,47.0,523.0,558.0,760.0,710.0,669.0,98.0
18.38,54.09,97.0,526.0,557.0,734.0,685.0,620.0,120.0
20.63,48.99,116.0,580.0,440.0,715.0,668.0,598.0,136.0
23.26,49.76,129.0,549.0,461.0,673.0,585.0,521.0,121.0
22.93,50.7,99.0,502.0,496.0,681.0,644.0,568.0,117.0
20.03,54.33,71.0,505.0,545.0,729.0,689.0,641.0,103.0
20.38,56.93,44.0,524.0,550.0,743.0,690.0,643.0,98.0
15.7,50.37,107.0,510.0,558.0,741.0,701.0,650.0,107.0
16.52,54.13,71.0,614.0,584.0,778.0,746.0,687.0,112.0
20.08,56.09,76.0,502.0,538.0,718.0,678.0,629.0,111.0
23.95,53.93,121.0,528.0,460.0,669.0,620.0,547.0,131.0
18.18,58.82,77.0,563.0,471.0,750.0,706.0,649.0,93.0
20.71,63.67,143.0,506.0,496.0,727.0,658.0,590.0,147.0
22.17,48.19,119.0,521.0,508.0,704.0,662.0,598.0,125.0
20.19,57.23,77.0,501.0,536.0,713.0,673.0,620.0,110.0
17.68,50.28,120.0,501.0,549.0,730.0,687.0,629.0,110.0
16.46,44.37,81.0,600.0,563.0,780.0,744.0,695.0,113.0
23.8,49.39,149.0,533.0,448.0,684.0,631.0,555.0,161.0
18.46,55.43,44.0,525.0,562.0,763.0,714.0,675.0,94.0
17.25,50.19,109.0,505.0,539.0,737.0,698.0,645.0,106.0
20.23,56.39,73.0,498.0,535.0,714.0,672.0,625.0,118.0
17.97,48.27,100.0,514.0,510.0,732.0,692.0,621.0,113.0
18.63,50.31,108.0,509.0,536.0,724.0,685.0,630.0,108.0
20.3,58.25,44.0,524.0,555.0,747.0,695.0,653.0,91.0
18.3,50.23,93.0,504.0,537.0,730.0,694.0,636.0,94.0
23.43,49.15,89.0,536.0,512.0,715.0,670.0,612.0,105.0
22.8,49.44,142.0,510.0,487.0,675.0,624.0,554.0,201.0
18.26,59.32,91.0,503.0,555.0,726.0,685.0,638.0,100.0
19.9,56.43,119.0,541.0,517.0,727.0,669.0,616.0,123.0
20.27,58.79,110.0,531.0,472.0,699.0,651.0,583.0,114.0
18.52,46.37,72.0,578.0,537.0,768.0,733.0,670.0,88.0
18.0,53.16,103.0,553.0,494.0,729.0,668.0,609.0,125.0
18.41,52.45,96.0,506.0,490.0,702.0,662.0,599.0,132.0
19.74,47.59,113.0,583.0,461.0,726.0,683.0,613.0,130.0
20.61,59.51,51.0,521.0,556.0,731.0,673.0,627.0,101.0
20.4,59.51,72.0,496.0,530.0,697.0,653.0,602.0,130.0
17.86,52.32,93.0,507.0,474.0,700.0,660.0,596.0,133.0
20.03,56.82,69.0,503.0,536.0,717.0,675.0,623.0,113.0
22.72,56.52,398.0,474.0,428.0,597.0,545.0,454.0,302.0
13.97,44.41,68.0,518.0,608.0,786.0,754.0,715.0,90.0
18.44,50.88,113.0,513.0,512.0,697.0,647.0,571.0,124.0
21.06,52.09,123.0,574.0,422.0,721.0,678.0,603.0,113.0
21.29,56.99,112.0,514.0,530.0,739.0,682.0,638.0,99.0
20.44,48.57,119.0,499.0,440.0,685.0,641.0,579.0,136.0
17.43,52.43,119.0,502.0,548.0,715.0,678.0,618.0,100.0
18.35,54.95,119.0,522.0,542.0,740.0,698.0,650.0,106.0
16.04,50.52,107.0,506.0,531.0,727.0,688.0,631.0,103.0
18.79,56.53,110.0,603.0,489.0,736.0,680.0,607.0,104.0
19.93,50.67,120.0,511.0,483.0,676.0,639.0,555.0,153.0
16.33,46.83,59.0,539.0,596.0,772.0,739.0,687.0,94.0
23.13,51.61,112.0,545.0,460.0,688.0,643.0,571.0,191.0
20.48,48.19,114.0,513.0,500.0,704.0,657.0,593.0,137.0
24.73,52.7,124.0,547.0,445.0,698.0,651.0,577.0,131.0
20.18,54.57,70.0,505.0,541.0,718.0,678.0,624.0,106.0
21.74,48.61,91.0,505.0,504.0,695.0,638.0,581.0,131.0
20.16,54.65,71.0,503.0,540.0,717.0,677.0,625.0,115.0
19.96,55.24,60.0,540.0,527.0,738.0,692.0,644.0,104.0
22.89,54.33,117.0,552.0,475.0,706.0,649.0,581.0,119.0
15.78,58.36,65.0,510.0,594.0,743.0,710.0,653.0,101.0
22.61,51.4,129.0,541.0,413.0,635.0,565.0,488.0,285.0
21.16,45.58,122.0,510.0,532.0,718.0,678.0,613.0,129.0
23.26,47.61,126.0,511.0,471.0,662.0,622.0,543.0,184.0
24.64,49.69,179.0,526.0,453.0,671.0,615.0,540.0,199.0
22.19,48.08,107.0,598.0,465.0,734.0,691.0,616.0,144.0
22.44,49.98,48.0,542.0,494.0,720.0,677.0,623.0,126.0
18.22,48.16,59.0,567.0,577.0,775.0,739.0,688.0,85.0
19.06,50.11,105.0,509.0,533.0,723.0,683.0,630.0,110.0
23.67,49.24,109.0,553.0,416.0,731.0,679.0,615.0,112.0
19.48,53.44,132.0,587.0,437.0,728.0,687.0,607.0,101.0
19.4,47.31,77.0,619.0,537.0,767.0,729.0,669.0,86.0
20.93,55.9,134.0,560.0,454.0,710.0,652.0,587.0,119.0
20.71,55.33,88.0,513.0,530.0,735.0,681.0,635.0,105.0
20.3,63.11,111.0,503.0,463.0,658.0,586.0,490.0,154.0
20.5,55.35,143.0,570.0,445.0,706.0,659.0,585.0,121.0
18.5,45.82,97.0,593.0,445.0,756.0,714.0,654.0,100.0
18.39,55.01,120.0,522.0,543.0,737.0,695.0,646.0,107.0
23.3,49.72,112.0,520.0,487.0,699.0,654.0,588.0,129.0
19.1,50.66,109.0,519.0,534.0,699.0,661.0,587.0,126.0
23.82,45.97,115.0,516.0,490.0,670.0,630.0,548.0,147.0
22.22,50.95,124.0,569.0,385.0,685.0,639.0,552.0,159.0
20.36,58.04,69.0,498.0,534.0,706.0,665.0,616.0,119.0
25.17,52.17,131.0,546.0,430.0,692.0,644.0,568.0,133.0
23.93,49.83,106.0,544.0,367.0,724.0,657.0,581.0,141.0
20.65,48.51,113.0,591.0,419.0,739.0,696.0,632.0,103.0
18.16,55.88,104.0,503.0,496.0,666.0,610.0,545.0,232.0
19.3,47.38,104.0,505.0,504.0,715.0,675.0,616.0,131.0
21.14,57.45,85.0,511.0,542.0,728.0,676.0,626.0,93.0
19.6,46.18,82.0,527.0,489.0,722.0,682.0,621.0,117.0
19.94,55.11,69.0,506.0,543.0,727.0,686.0,639.0,104.0
20.64,51.62,132.0,586.0,409.0,715.0,673.0,583.0,109.0
24.32,46.87,97.0,603.0,485.0,729.0,683.0,609.0,116.0
19.22,53.65,111.0,503.0,498.0,677.0,624.0,560.0,190.0
17.74,51.59,126.0,581.0,494.0,748.0,706.0,648.0,106.0
15.88,57.02,72.0,507.0,584.0,741.0,706.0,652.0,104.0
21.28,46.39,100.0,503.0,510.0,709.0,666.0,602.0,112.0
20.56,48.69,113.0,507.0,525.0,713.0,673.0,613.0,115.0
16.81,50.34,107.0,505.0,557.0,721.0,686.0,623.0,94.0
15.38,57.24,69.0,521.0,582.0,746.0,712.0,653.0,99.0
18.08,46.35,71.0,604.0,575.0,775.0,743.0,687.0,82.0
23.06,51.82,113.0,538.0,470.0,699.0,647.0,583.0,160.0
22.69,53.92,107.0,552.0,440.0,704.0,662.0,591.0,125.0
19.2,54.72,107.0,554.0,497.0,736.0,682.0,620.0,106.0
20.81,48.11,104.0,505.0,477.0,699.0,659.0,598.0,132.0
18.48,52.61,106.0,555.0,512.0,755.0,709.0,656.0,96.0
23.6,49.54,117.0,535.0,433.0,707.0,618.0,542.0,185.0
22.27,54.89,101.0,507.0,494.0,721.0,660.0,603.0,113.0
19.77,51.25,112.0,553.0,500.0,744.0,694.0,635.0,99.0
16.48,44.18,80.0,600.0,567.0,782.0,747.0,699.0,111.0
23.08,54.63,77.0,535.0,403.0,674.0,629.0,549.0,144.0
20.08,56.34,72.0,500.0,538.0,717.0,676.0,626.0,114.0
19.4,54.24,122.0,576.0,498.0,739.0,698.0,638.0,97.0
20.8,46.61,103.0,587.0,462.0,724.0,680.0,615.0,133.0
20.8,59.05,118.0,529.0,460.0,655.0,613.0,526.0,123.0
24.16,50.51,101.0,532.0,449.0,688.0,641.0,578.0,114.0
23.74,50.61,104.0,553.0,486.0,715.0,672.0,605.0,117.0
23.49,51.32,153.0,532.0,437.0,676.0,622.0,545.0,166.0
20.78,52.97,122.0,576.0,477.0,726.0,685.0,616.0,99.0
24.34,47.02,96.0,603.0,485.0,729.0,682.0,609.0,115.0
18.33,58.27,114.0,499.0,522.0,706.0,671.0,590.0,103.0
19.57,55.49,110.0,547.0,486.0,741.0,695.0,639.0,98.0
23.38,47.38,135.0,511.0,434.0,666.0,621.0,544.0,182.0
19.0,50.4,83.0,615.0,526.0,763.0,723.0,661.0,90.0
18.39,54.87,120.0,522.0,543.0,737.0,696.0,645.0,108.0
19.28,51.33,103.0,564.0,514.0,748.0,708.0,650.0,98.0
22.1,44.83,110.0,519.0,501.0,709.0,662.0,602.0,132.0
19.86,55.99,141.0,563.0,406.0,717.0,675.0,596.0,124.0
14.55,52.77,113.0,508.0,569.0,739.0,697.0,640.0,104.0
20.4,59.59,63.0,518.0,545.0,738.0,685.0,642.0,96.0
23.48,50.75,117.0,541.0,472.0,705.0,650.0,592.0,139.0
23.65,55.35,270.0,496.0,459.0,646.0,599.0,524.0,201.0
19.82,55.13,69.0,506.0,543.0,727.0,688.0,640.0,104.0
16.26,50.54,114.0,585.0,515.0,750.0,708.0,650.0,117.0
19.7,58.2,149.0,517.0,501.0,699.0,654.0,585.0,134.0
19.93,47.58,104.0,508.0,544.0,705.0,669.0,600.0,113.0
23.61,51.19,147.0,562.0,395.0,678.0,635.0,546.0,139.0
20.58,53.04,111.0,599.0,473.0,735.0,694.0,612.0,108.0
19.93,55.47,110.0,546.0,485.0,738.0,693.0,634.0,99.0
19.2,54.05,90.0,582.0,461.0,728.0,682.0,612.0,108.0
20.69,55.43,62.0,539.0,517.0,727.0,680.0,626.0,109.0
20.2,55.95,71.0,500.0,537.0,717.0,676.0,628.0,112.0
18.94,51.38,112.0,599.0,475.0,747.0,705.0,635.0,105.0
18.02,44.28,65.0,625.0,583.0,788.0,756.0,697.0,93.0
17.36,42.16,64.0,626.0,545.0,792.0,761.0,698.0,95.0
19.14,49.01,107.0,506.0,461.0,662.0,626.0,543.0,127.0
20.74,46.97,67.0,544.0,474.0,730.0,686.0,616.0,100.0
18.8,56.12,110.0,601.0,487.0,742.0,701.0,627.0,98.0
22.6,47.62,121.0,588.0,442.0,728.0,684.0,614.0,125.0
16.32,51.06,73.0,514.0,570.0,749.0,714.0,658.0,90.0
20.17,50.7,109.0,525.0,521.0,727.0,687.0,622.0,116.0
18.49,49.26,93.0,510.0,539.0,714.0,676.0,612.0,107.0
20.16,57.62,111.0,546.0,482.0,733.0,685.0,624.0,97.0
20.2,57.8,75.0,501.0,534.0,707.0,666.0,613.0,118.0
23.33,47.86,92.0,606.0,494.0,736.0,688.0,617.0,117.0
21.18,46.44,103.0,501.0,515.0,694.0,654.0,582.0,109.0
18.34,52.26,116.0,593.0,482.0,754.0,712.0,652.0,102.0
19.98,51.87,104.0,554.0,495.0,745.0,699.0,637.0,102.0
21.4,52.59,47.0,522.0,539.0,742.0,691.0,651.0,99.0
14.89,43.43,78.0,516.0,582.0,767.0,732.0,680.0,126.0
18.78,53.61,122.0,589.0,445.0,742.0,701.0,628.0,99.0
20.51,53.06,55.0,522.0,540.0,750.0,696.0,654.0,107.0
19.0,54.15,83.0,564.0,544.0,749.0,714.0,650.0,86.0
18.85,49.68,94.0,504.0,531.0,725.0,688.0,628.0,96.0
14.74,50.79,64.0,521.0,590.0,761.0,729.0,674.0,87.0
15.12,59.42,71.0,509.0,582.0,749.0,711.0,668.0,101.0
21.51,57.26,159.0,489.0,496.0,664.0,619.0,545.0,169.0
17.43,49.59,86.0,606.0,562.0,774.0,739.0,682.0,86.0
21.5,47.02,112.0,512.0,499.0,705.0,665.0,596.0,124.0
23.74,50.08,112.0,577.0,426.0,718.0,673.0,604.0,118.0
19.79,56.97,82.0,503.0,530.0,706.0,664.0,608.0,117.0
20.48,59.55,133.0,494.0,513.0,649.0,617.0,527.0,117.0
21.0,56.01,123.0,550.0,449.0,711.0,670.0,598.0,116.0
20.62,55.52,122.0,563.0,375.0,686.0,640.0,551.0,153.0
19.96,58.49,121.0,513.0,540.0,749.0,690.0,637.0,103.0
19.4,54.05,151.0,511.0,479.0,686.0,639.0,572.0,155.0
19.31,55.34,111.0,560.0,467.0,717.0,665.0,602.0,131.0
24.03,50.75,204.0,522.0,446.0,671.0,606.0,533.0,192.0
23.35,42.8,112.0,511.0,493.0,688.0,631.0,566.0,135.0
21.79,51.56,129.0,573.0,412.0,715.0,670.0,595.0,121.0
22.35,48.89,110.0,544.0,493.0,721.0,667.0,612.0,137.0
21.21,54.29,101.0,533.0,452.0,699.0,653.0,591.0,111.0
22.72,53.08,106.0,545.0,475.0,713.0,668.0,598.0,121.0
19.79,55.09,66.0,506.0,543.0,723.0,683.0,632.0,101.0
20.99,54.46,56.0,521.0,538.0,746.0,693.0,650.0,104.0
17.15,47.33,62.0,510.0,589.0,766.0,733.0,689.0,84.0
18.01,54.18,116.0,525.0,547.0,745.0,704.0,655.0,104.0
22.96,47.45,100.0,557.0,485.0,725.0,662.0,599.0,114.0
20.52,51.55,122.0,576.0,478.0,720.0,672.0,605.0,128.0
20.38,44.74,95.0,515.0,514.0,716.0,673.0,612.0,150.0
20.72,48.98,118.0,501.0,500.0,691.0,650.0,585.0,133.0
20.09,57.62,95.0,502.0,352.0,651.0,620.0,545.0,156.0
18.66,51.59,114.0,597.0,457.0,742.0,700.0,630.0,106.0
15.12,49.16,69.0,526.0,596.0,766.0,733.0,680.0,89.0
22.18,52.14,99.0,501.0,499.0,686.0,646.0,572.0,108.0
16.68,48.29,111.0,510.0,536.0,743.0,703.0,644.0,107.0
21.07,54.86,52.0,522.0,539.0,745.0,692.0,649.0,103.0
18.08,55.46,44.0,526.0,564.0,765.0,717.0,679.0,93.0
20.5,54.04,105.0,530.0,491.0,707.0,663.0,589.0,104.0
15.1,50.99,108.0,510.0,562.0,744.0,703.0,654.0,106.0
22.27,48.23,99.0,586.0,494.0,738.0,699.0,636.0,101.0
23.27,50.05,126.0,568.0,406.0,701.0,642.0,571.0,121.0
23.44,52.25,113.0,553.0,475.0,708.0,667.0,594.0,119.0
20.41,51.52,105.0,524.0,517.0,720.0,681.0,613.0,112.0
20.79,57.1,251.0,499.0,465.0,653.0,597.0,530.0,190.0
18.43,52.52,72.0,569.0,587.0,763.0,733.0,675.0,91.0
20.96,54.09,56.0,522.0,537.0,746.0,693.0,650.0,106.0
23.34,45.92,111.0,592.0,477.0,726.0,685.0,609.0,107.0
17.87,51.94,93.0,601.0,518.0,750.0,706.0,640.0,107.0
19.88,54.67,67.0,505.0,543.0,722.0,682.0,632.0,105.0
23.12,52.3,130.0,560.0,429.0,687.0,622.0,554.0,135.0
20.26,54.43,69.0,503.0,540.0,716.0,677.0,625.0,116.0
23.58,53.75,80.0,532.0,435.0,668.0,624.0,540.0,143.0
20.2,51.29,82.0,616.0,519.0,762.0,722.0,661.0,96.0
23.96,50.1,111.0,544.0,370.0,720.0,653.0,580.0,133.0
19.74,55.9,67.0,542.0,513.0,723.0,663.0,610.0,125.0
19.12,58.78,99.0,501.0,544.0,702.0,662.0,600.0,101.0
19.56,53.25,127.0,588.0,437.0,730.0,689.0,608.0,102.0
20.06,55.26,69.0,505.0,540.0,720.0,681.0,629.0,105.0
18.96,49.89,111.0,513.0,520.0,712.0,672.0,603.0,117.0
20.95,56.31,111.0,599.0,434.0,726.0,671.0,602.0,185.0
17.49,50.56,111.0,514.0,532.0,723.0,682.0,620.0,107.0
15.18,57.53,69.0,521.0,585.0,747.0,712.0,655.0,96.0
20.31,56.65,74.0,498.0,533.0,707.0,665.0,615.0,118.0
20.31,53.01,118.0,542.0,498.0,710.0,661.0,591.0,132.0
15.41,56.63,71.0,520.0,572.0,742.0,707.0,649.0,103.0
21.6,53.66,133.0,573.0,456.0,707.0,661.0,586.0,128.0
18.84,47.42,104.0,513.0,519.0,716.0,672.0,605.0,121.0
21.78,46.51,74.0,563.0,517.0,761.0,716.0,665.0,91.0
17.87,51.36,127.0,581.0,493.0,747.0,706.0,648.0,105.0
21.76,46.42,111.0,499.0,476.0,687.0,646.0,573.0,116.0
23.24,54.54,108.0,532.0,487.0,699.0,653.0,593.0,126.0
15.53,50.77,107.0,509.0,560.0,743.0,703.0,654.0,106.0
19.32,57.36,138.0,561.0,414.0,692.0,649.0,564.0,131.0
18.54,53.03,111.0,525.0,545.0,741.0,701.0,649.0,105.0
19.6,50.18,110.0,519.0,527.0,686.0,649.0,569.0,131.0
20.09,49.16,116.0,596.0,461.0,733.0,691.0,617.0,118.0
16.99,49.5,91.0,505.0,535.0,722.0,676.0,623.0,112.0
15.66,50.68,106.0,506.0,565.0,735.0,698.0,643.0,102.0
21.42,54.69,119.0,539.0,497.0,709.0,641.0,588.0,137.0
19.75,55.69,115.0,550.0,518.0,730.0,680.0,617.0,99.0
16.12,43.69,67.0,618.0,596.0,795.0,765.0,713.0,85.0
20.24,57.87,73.0,497.0,534.0,706.0,663.0,614.0,118.0
22.6,47.16,114.0,588.0,425.0,725.0,680.0,611.0,122.0
23.83,54.62,113.0,529.0,449.0,639.0,597.0,509.0,138.0
16.83,52.72,70.0,616.0,578.0,786.0,756.0,703.0,85.0
20.57,50.65,104.0,553.0,491.0,739.0,686.0,625.0,103.0
18.86,57.56,137.0,562.0,440.0,700.0,658.0,578.0,129.0
20.57,56.08,130.0,561.0,464.0,716.0,660.0,596.0,114.0
21.77,51.21,107.0,554.0,467.0,744.0,696.0,637.0,110.0
20.54,58.28,42.0,518.0,527.0,697.0,640.0,588.0,162.0
21.22,57.56,110.0,530.0,447.0,696.0,650.0,582.0,118.0
23.92,55.12,305.0,492.0,459.0,643.0,596.0,522.0,216.0
15.09,49.04,93.0,508.0,552.0,708.0,635.0,594.0,139.0
18.68,48.03,100.0,514.0,497.0,724.0,684.0,608.0,122.0
22.13,50.18,134.0,519.0,432.0,681.0,639.0,566.0,129.0
18.75,52.35,110.0,576.0,430.0,715.0,665.0,589.0,155.0
19.93,54.76,93.0,504.0,539.0,705.0,669.0,604.0,106.0
14.61,49.64,74.0,514.0,546.0,739.0,705.0,647.0,133.0
22.72,51.46,110.0,566.0,489.0,706.0,640.0,578.0,124.0
20.34,56.41,72.0,536.0,502.0,728.0,683.0,627.0,110.0
19.68,59.15,71.0,534.0,494.0,717.0,669.0,610.0,108.0
17.6,47.42,99.0,514.0,523.0,719.0,673.0,616.0,121.0
19.92,54.4,70.0,506.0,543.0,724.0,684.0,632.0,104.0
20.5,58.1,44.0,524.0,553.0,745.0,693.0,651.0,92.0
18.06,50.41,89.0,505.0,542.0,733.0,697.0,639.0,93.0
18.89,48.46,121.0,582.0,471.0,726.0,684.0,615.0,115.0
23.12,54.58,100.0,507.0,511.0,723.0,663.0,609.0,113.0
20.3,51.19,104.0,527.0,544.0,712.0,673.0,606.0,113.0
19.03,45.37,75.0,576.0,558.0,769.0,734.0,680.0,112.0
20.2,47.14,104.0,509.0,542.0,710.0,673.0,606.0,112.0
22.78,48.42,120.0,520.0,502.0,695.0,654.0,583.0,127.0
20.41,55.5,138.0,562.0,368.0,689.0,634.0,551.0,128.0
24.23,57.77,566.0,455.0,393.0,554.0,501.0,409.0,429.0
16.77,52.8,82.0,510.0,475.0,707.0,668.0,610.0,129.0
22.82,52.23,122.0,537.0,473.0,686.0,610.0,556.0,159.0
18.43,50.5,105.0,509.0,539.0,725.0,685.0,629.0,109.0
24.16,47.05,124.0,511.0,464.0,634.0,566.0,502.0,214.0
20.4,59.05,44.0,518.0,525.0,694.0,637.0,584.0,170.0
22.88,50.29,99.0,525.0,489.0,707.0,664.0,594.0,122.0
20.34,58.03,71.0,497.0,533.0,709.0,667.0,618.0,118.0
19.58,56.51,76.0,502.0,538.0,724.0,682.0,634.0,109.0
18.96,43.74,74.0,618.0,550.0,777.0,743.0,682.0,112.0
17.71,51.62,109.0,507.0,493.0,692.0,644.0,576.0,142.0
18.18,58.95,93.0,503.0,556.0,725.0,684.0,637.0,101.0
16.91,49.73,111.0,510.0,534.0,734.0,695.0,634.0,106.0
21.81,49.23,130.0,585.0,408.0,712.0,672.0,580.0,108.0
22.56,45.14,103.0,519.0,508.0,702.0,654.0,593.0,137.0
20.76,46.44,100.0,587.0,461.0,726.0,682.0,617.0,133.0
20.09,54.53,66.0,505.0,542.0,722.0,682.0,631.0,103.0
22.87,55.85,103.0,507.0,507.0,721.0,660.0,606.0,115.0
20.9,52.68,91.0,605.0,446.0,720.0,678.0,592.0,104.0
19.98,55.98,72.0,502.0,538.0,721.0,681.0,634.0,110.0
23.68,48.69,116.0,542.0,485.0,720.0,668.0,612.0,133.0
18.48,52.28,53.0,547.0,579.0,759.0,724.0,663.0,84.0
20.96,55.12,115.0,544.0,465.0,726.0,679.0,615.0,107.0
17.38,51.44,110.0,507.0,549.0,726.0,686.0,628.0,110.0
20.21,55.53,128.0,563.0,476.0,724.0,672.0,610.0,109.0
20.51,58.83,70.0,498.0,531.0,703.0,660.0,612.0,123.0
18.45,57.47,25.0,556.0,581.0,754.0,716.0,662.0,94.0
19.59,55.8,67.0,506.0,543.0,729.0,688.0,641.0,101.0
21.8,57.11,112.0,531.0,490.0,704.0,657.0,598.0,122.0
22.89,46.82,101.0,561.0,447.0,709.0,654.0,587.0,134.0
19.44,57.98,153.0,490.0,528.0,689.0,648.0,581.0,147.0
20.03,54.88,69.0,506.0,544.0,727.0,686.0,639.0,103.0
19.85,49.32,114.0,588.0,376.0,709.0,637.0,548.0,123.0
19.54,54.44,56.0,541.0,520.0,718.0,664.0,610.0,123.0
19.73,48.16,106.0,505.0,511.0,715.0,675.0,616.0,120.0
20.49,57.53,116.0,545.0,481.0,728.0,679.0,618.0,98.0
19.38,60.23,247.0,500.0,488.0,651.0,596.0,527.0,188.0
23.01,48.26,129.0,510.0,427.0,660.0,618.0,539.0,170.0
15.18,44.67,70.0,526.0,606.0,777.0,743.0,701.0,94.0
20.9,58.89,71.0,517.0,545.0,734.0,682.0,636.0,99.0
21.54,45.65,110.0,500.0,501.0,697.0,653.0,590.0,112.0
19.8,54.48,93.0,505.0,539.0,707.0,670.0,604.0,109.0
22.25,44.02,108.0,513.0,493.0,695.0,641.0,578.0,135.0
19.99,56.91,111.0,598.0,448.0,727.0,675.0,602.0,156.0
23.82,51.22,109.0,545.0,462.0,695.0,652.0,581.0,158.0
23.25,49.95,108.0,554.0,407.0,730.0,677.0,611.0,114.0
14.2,45.89,64.0,521.0,596.0,769.0,736.0,679.0,94.0
20.5,58.46,42.0,518.0,526.0,697.0,640.0,586.0,163.0
24.07,51.92,114.0,551.0,457.0,699.0,659.0,586.0,122.0
21.34,52.81,47.0,522.0,537.0,742.0,691.0,651.0,99.0
22.1,56.21,166.0,489.0,512.0,675.0,631.0,563.0,162.0
20.14,48.37,95.0,503.0,508.0,710.0,673.0,606.0,102.0
22.63,44.14,111.0,591.0,434.0,740.0,698.0,635.0,107.0
18.83,47.92,100.0,514.0,496.0,723.0,684.0,608.0,122.0
17.5,52.14,22.0,555.0,578.0,760.0,722.0,667.0,95.0
15.64,49.99,73.0,519.0,575.0,750.0,714.0,648.0,109.0
19.63,57.83,123.0,558.0,422.0,706.0,657.0,588.0,133.0
24.84,47.26,119.0,572.0,408.0,696.0,651.0,571.0,131.0
20.0,51.23,104.0,551.0,492.0,741.0,689.0,629.0,101.0
16.1,45.29,67.0,619.0,596.0,794.0,764.0,711.0,89.0
23.58,45.59,111.0,516.0,487.0,656.0,617.0,533.0,154.0
17.52,48.91,111.0,509.0,521.0,725.0,685.0,619.0,112.0
23.61,49.68,136.0,572.0,441.0,700.0,651.0,578.0,128.0
22.4,58.99,94.0,527.0,521.0,705.0,658.0,591.0,139.0
20.77,58.53,77.0,514.0,545.0,729.0,677.0,626.0,93.0
17.52,52.26,117.0,502.0,547.0,714.0,677.0,615.0,100.0
20.5,52.34,57.0,522.0,542.0,754.0,701.0,661.0,102.0
23.08,51.25,105.0,547.0,433.0,704.0,616.0,550.0,122.0
21.15,48.16,116.0,506.0,530.0,706.0,667.0,599.0,112.0
18.38,46.54,52.0,550.0,591.0,773.0,740.0,692.0,83.0
23.47,47.62,112.0,580.0,459.0,723.0,680.0,612.0,107.0
19.69,55.24,75.0,505.0,544.0,726.0,686.0,637.0,105.0
22.32,49.63,126.0,511.0,476.0,673.0,631.0,550.0,175.0
19.56,47.1,60.0,547.0,553.0,752.0,713.0,661.0,86.0
13.96,42.59,70.0,517.0,592.0,780.0,747.0,693.0,126.0
15.45,41.99,74.0,604.0,580.0,789.0,754.0,703.0,111.0
14.81,39.71,71.0,521.0,611.0,786.0,752.0,709.0,99.0
20.11,58.21,43.0,518.0,530.0,705.0,649.0,601.0,146.0
21.31,46.9,56.0,521.0,549.0,749.0,700.0,651.0,98.0
19.19,56.5,119.0,525.0,512.0,706.0,657.0,592.0,130.0
19.09,59.0,117.0,498.0,502.0,687.0,648.0,576.0,115.0
20.53,58.61,41.0,518.0,529.0,700.0,643.0,593.0,158.0
20.62,48.99,73.0,557.0,437.0,645.0,552.0,499.0,144.0
23.32,52.24,101.0,550.0,443.0,717.0,658.0,600.0,105.0
15.52,52.91,112.0,504.0,531.0,700.0,649.0,600.0,126.0
21.68,46.26,103.0,590.0,364.0,687.0,609.0,526.0,145.0
19.06,51.77,116.0,592.0,465.0,749.0,707.0,643.0,109.0
16.12,55.87,61.0,510.0,587.0,736.0,702.0,641.0,115.0
21.05,55.1,60.0,520.0,536.0,738.0,685.0,643.0,107.0
20.51,53.4,123.0,576.0,476.0,728.0,686.0,618.0,99.0
21.41,56.78,142.0,492.0,513.0,679.0,637.0,569.0,155.0
22.99,50.09,118.0,577.0,431.0,710.0,667.0,588.0,110.0
23.51,49.91,127.0,567.0,410.0,665.0,570.0,509.0,118.0
23.82,52.01,109.0,548.0,452.0,719.0,666.0,606.0,104.0
19.86,52.94,121.0,571.0,406.0,713.0,668.0,589.0,131.0
