Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.416,0.072,243.02,5.8,0.0,1.0,18.0
1.014,0.088,245.62,4.2,0.0,2.0,1.0
4.36,0.526,236.49,18.4,38.0,1.0,18.0
4.412,0.0,233.86,18.8,36.0,0.0,18.0
2.32,0.0,239.84,9.6,0.0,0.0,17.0
0.216,0.0,240.6,0.8,0.0,0.0,0.0
0.51,0.19,246.88,2.2,0.0,3.0,0.0
0.356,0.1,243.57,1.4,0.0,0.0,0.0
1.276,0.336,240.33,5.6,0.0,0.0,13.0
0.678,0.278,241.24,3.0,0.0,1.0,1.0
0.244,0.094,239.07,1.0,0.0,1.0,1.0
2.252,0.062,233.13,9.8,0.0,0.0,17.0
0.31,0.112,242.07,1.2,0.0,1.0,1.0
0.324,0.084,242.5,1.4,0.0,0.0,0.0
1.34,0.0,236.3,5.6,0.0,0.0,18.0
2.456,0.098,239.17,10.2,0.0,0.0,18.0
1.466,0.094,244.39,6.0,0.0,1.0,19.0
0.452,0.264,240.02,2.2,0.0,0.0,0.0
0.22,0.106,242.33,1.0,0.0,0.0,1.0
0.584,0.316,234.96,2.8,0.0,1.0,0.0
0.524,0.258,242.69,2.4,0.0,1.0,0.0
0.25,0.0,241.05,1.0,0.0,0.0,1.0
0.222,0.0,241.65,1.0,0.0,0.0,0.0
0.358,0.232,242.52,1.8,0.0,1.0,0.0
1.524,0.204,245.77,6.2,0.0,0.0,19.0
1.19,0.0,237.02,5.0,0.0,0.0,18.0
1.234,0.0,238.31,5.2,0.0,0.0,18.0
2.564,0.12,242.44,10.6,0.0,0.0,18.0
1.08,0.202,241.23,4.4,0.0,1.0,0.0
0.504,0.244,239.35,2.4,1.0,1.0,1.0
0.61,0.172,242.82,3.4,0.0,0.0,0.0
0.412,0.226,241.24,1.8,0.0,0.0,1.0
2.482,0.45,240.12,11.0,35.0,0.0,0.0
0.352,0.102,243.84,1.4,0.0,0.0,0.0
0.436,0.228,242.56,2.0,0.0,0.0,1.0
0.266,0.0,245.38,1.2,0.0,0.0,0.0
4.548,0.484,237.65,19.2,38.0,2.0,0.0
0.288,0.09,240.05,1.2,0.0,0.0,0.0
1.062,0.422,239.8,4.8,0.0,1.0,12.0
2.124,0.0,244.22,8.6,0.0,0.0,19.0
1.602,0.122,244.84,6.6,0.0,0.0,18.0
0.28,0.224,241.6,1.4,0.0,1.0,0.0
1.268,0.13,242.12,5.2,0.0,0.0,0.0
1.368,0.072,239.33,5.6,0.0,0.0,18.0
0.184,0.15,240.33,1.0,0.0,0.0,1.0
0.724,0.31,240.22,3.2,0.0,0.0,0.0
0.824,0.326,239.91,3.6,0.0,1.0,1.0
0.208,0.106,242.57,1.0,0.0,2.0,0.0
0.806,0.236,247.19,3.4,0.0,1.0,0.0
0.342,0.048,243.63,1.4,0.0,0.0,0.0
1.698,0.048,239.79,7.0,2.0,0.0,18.0
2.068,0.082,240.71,8.6,0.0,0.0,18.0
2.906,0.356,236.13,12.4,1.0,2.0,18.0
1.818,0.154,236.35,7.6,1.0,1.0,18.0
1.072,0.448,243.46,4.8,0.0,1.0,12.0
0.324,0.092,241.56,1.4,0.0,1.0,0.0
0.306,0.11,238.03,1.4,0.0,0.0,0.0
4.242,0.154,233.59,18.0,0.0,0.0,0.0
0.404,0.242,245.45,1.8,0.0,1.0,0.0
1.436,0.0,240.87,5.8,0.0,0.0,18.0
1.392,0.054,244.02,5.6,0.0,0.0,18.0
1.402,0.062,238.32,5.8,0.0,0.0,18.0
0.29,0.234,243.72,1.4,0.0,1.0,1.0
0.412,0.25,243.42,2.0,0.0,2.0,0.0
2.414,0.06,238.82,10.0,0.0,0.0,18.0
1.386,0.0,243.64,5.6,0.0,0.0,19.0
3.728,0.052,233.73,15.8,1.0,38.0,17.0
4.734,0.274,236.74,20.4,37.0,19.0,17.0
0.222,0.0,243.5,1.0,0.0,0.0,0.0
2.194,0.072,236.58,9.2,1.0,0.0,0.0
0.342,0.104,241.17,1.4,0.0,0.0,1.0
0.732,0.0,244.03,3.0,0.0,0.0,1.0
0.396,0.058,239.14,1.6,0.0,0.0,0.0
1.432,0.0,242.61,5.8,0.0,0.0,18.0
1.74,0.062,239.24,7.2,0.0,0.0,18.0
0.812,0.052,243.79,3.2,0.0,0.0,0.0
0.256,0.112,240.21,1.2,0.0,1.0,0.0
1.376,0.062,240.77,5.6,0.0,0.0,18.0
0.69,0.062,244.16,2.8,0.0,0.0,0.0
0.418,0.256,241.94,2.0,0.0,1.0,0.0
0.528,0.092,245.82,2.4,0.0,0.0,1.0
1.454,0.19,238.42,6.0,0.0,1.0,18.0
0.532,0.106,237.58,2.2,0.0,0.0,0.0
0.254,0.0,241.84,1.0,0.0,0.0,1.0
0.296,0.21,235.65,1.4,0.0,0.0,0.0
4.61,0.202,235.41,19.6,1.0,36.0,18.0
1.294,0.05,238.95,5.4,0.0,0.0,18.0
0.43,0.246,246.2,2.0,0.0,1.0,1.0
1.252,0.0,238.41,5.2,0.0,0.0,18.0
0.366,0.096,241.92,1.6,0.0,0.0,0.0
0.282,0.106,241.47,1.2,0.0,0.0,1.0
0.218,0.112,238.21,1.0,0.0,0.0,0.0
1.368,0.076,238.56,5.6,0.0,0.0,18.0
0.438,0.094,247.39,1.8,0.0,0.0,0.0
0.356,0.0,239.55,1.4,0.0,0.0,0.0
0.25,0.0,247.27,1.0,0.0,0.0,0.0
1.494,0.0,242.15,6.2,0.0,1.0,19.0
1.348,0.0,239.53,5.6,0.0,0.0,17.0
1.426,0.0,239.76,6.0,0.0,0.0,19.0
0.272,0.048,245.16,1.2,0.0,0.0,0.0
0.432,0.274,245.04,2.0,0.0,1.0,0.0
0.18,0.0,239.5,0.8,0.0,0.0,0.0
0.288,0.0,241.42,1.2,0.0,0.0,0.0
0.43,0.226,245.42,2.0,0.0,1.0,0.0
0.33,0.11,241.09,1.4,0.0,0.0,0.0
3.788,0.148,237.93,15.8,38.0,1.0,18.0
0.302,0.246,240.93,1.6,0.0,1.0,0.0
0.268,0.0,243.81,1.2,0.0,0.0,0.0
0.446,0.302,247.04,2.2,0.0,1.0,0.0
0.492,0.07,243.14,2.2,0.0,2.0,0.0
0.368,0.254,242.21,1.8,0.0,1.0,0.0
0.202,0.0,241.71,0.8,0.0,0.0,1.0
1.98,0.144,239.32,8.2,0.0,0.0,28.0
0.414,0.198,240.33,1.8,0.0,0.0,0.0
0.796,0.108,240.53,3.4,0.0,0.0,0.0
3.802,0.17,234.87,16.2,0.0,0.0,17.0
0.122,0.0,240.17,0.6,0.0,0.0,0.0
1.36,0.064,239.05,5.6,0.0,0.0,18.0
0.322,0.09,243.57,1.4,0.0,0.0,1.0
0.67,0.1,238.98,2.8,0.0,0.0,0.0
0.276,0.046,243.42,1.2,0.0,0.0,0.0
2.13,0.064,239.01,8.8,0.0,0.0,18.0
2.4,0.098,239.03,10.0,0.0,0.0,19.0
1.284,0.0,240.3,5.2,0.0,0.0,18.0
0.376,0.22,242.34,1.8,0.0,1.0,0.0
2.752,0.406,237.37,11.6,37.0,0.0,1.0
0.338,0.224,241.48,1.6,0.0,0.0,0.0
0.708,0.114,242.62,3.0,0.0,0.0,0.0
0.398,0.118,245.09,1.8,0.0,0.0,0.0
2.066,0.206,240.73,8.6,0.0,0.0,30.0
2.386,0.418,238.57,10.0,0.0,1.0,27.0
1.302,0.0,239.49,5.4,0.0,0.0,18.0
0.834,0.166,236.71,3.6,0.0,0.0,0.0
0.264,0.114,241.87,1.2,0.0,0.0,1.0
0.366,0.284,236.78,2.0,0.0,0.0,0.0
0.332,0.122,245.41,1.4,0.0,0.0,0.0
4.366,0.186,234.12,19.0,1.0,0.0,17.0
0.294,0.086,247.47,1.2,0.0,0.0,0.0
1.308,0.0,240.24,5.4,0.0,0.0,18.0
2.6,0.264,240.89,11.0,0.0,35.0,0.0
0.29,0.072,245.46,1.2,0.0,1.0,0.0
1.536,0.05,240.65,6.4,0.0,6.0,0.0
0.486,0.25,243.43,2.2,0.0,0.0,1.0
2.184,0.086,245.21,8.8,0.0,0.0,0.0
2.522,0.206,237.86,10.8,0.0,1.0,18.0
0.36,0.1,246.89,1.4,0.0,0.0,0.0
3.992,0.46,237.48,16.8,39.0,0.0,18.0
3.002,0.132,239.23,12.4,0.0,0.0,17.0
0.844,0.268,237.28,3.6,0.0,1.0,0.0
0.28,0.0,244.31,1.0,0.0,0.0,1.0
0.396,0.19,239.37,1.8,0.0,0.0,0.0
0.426,0.208,240.59,2.0,0.0,0.0,1.0
2.492,0.152,244.19,10.2,0.0,2.0,19.0
1.358,0.0,237.69,5.6,0.0,0.0,18.0
1.514,0.274,241.22,6.4,1.0,1.0,18.0
2.016,0.0,241.78,8.4,0.0,0.0,18.0
0.168,0.136,238.79,0.8,0.0,1.0,1.0
0.798,0.112,241.35,3.4,0.0,1.0,0.0
0.278,0.22,239.31,1.4,0.0,1.0,0.0
0.266,0.0,246.26,1.0,0.0,0.0,0.0
4.72,0.0,240.17,20.0,1.0,30.0,18.0
1.292,0.0,240.0,5.4,0.0,0.0,17.0
1.214,0.054,236.98,5.0,0.0,0.0,1.0
1.26,0.064,235.12,5.2,0.0,0.0,17.0
0.236,0.144,244.02,1.0,0.0,0.0,1.0
0.238,0.14,238.86,1.0,0.0,0.0,1.0
1.486,0.11,243.01,6.0,0.0,0.0,18.0
0.218,0.0,242.41,1.0,0.0,0.0,1.0
1.596,0.178,241.55,6.6,0.0,0.0,19.0
1.348,0.08,237.29,5.6,0.0,0.0,17.0
1.93,0.278,237.07,8.6,0.0,24.0,1.0
1.486,0.14,235.69,6.2,0.0,2.0,17.0
2.31,0.288,237.56,9.8,0.0,0.0,20.0
0.246,0.0,243.39,1.0,0.0,0.0,1.0
0.25,0.0,251.35,1.0,0.0,0.0,1.0
0.522,0.124,241.78,2.2,0.0,0.0,0.0
0.37,0.142,238.09,2.0,0.0,0.0,3.0
1.96,0.224,243.42,8.0,0.0,0.0,18.0
2.062,0.148,239.05,8.6,0.0,0.0,25.0
0.224,0.0,243.91,1.0,0.0,0.0,0.0
3.272,0.0,245.85,13.4,40.0,0.0,0.0
0.228,0.0,237.01,1.0,0.0,0.0,0.0
0.326,0.078,241.26,1.4,0.0,1.0,1.0
2.774,0.1,240.84,11.4,39.0,0.0,0.0
1.726,0.716,238.5,7.8,0.0,1.0,12.0
0.254,0.0,241.34,1.0,0.0,0.0,1.0
0.238,0.15,242.39,1.2,0.0,0.0,0.0
0.666,0.084,241.87,3.0,0.0,0.0,1.0
0.202,0.098,238.39,1.0,0.0,0.0,0.0
0.268,0.086,244.95,1.2,0.0,0.0,1.0
0.326,0.23,241.98,1.6,0.0,0.0,1.0
2.028,0.388,239.46,8.8,0.0,1.0,0.0
0.142,0.0,244.63,0.6,0.0,0.0,1.0
1.314,0.076,239.88,5.4,0.0,1.0,18.0
1.538,0.138,249.16,6.2,0.0,0.0,20.0
0.396,0.32,236.57,2.0,0.0,1.0,1.0
0.584,0.22,245.31,2.4,0.0,1.0,0.0
0.256,0.128,243.39,1.2,0.0,0.0,1.0
0.414,0.19,240.7,1.8,0.0,2.0,1.0
0.706,0.222,238.63,3.0,0.0,0.0,0.0
3.944,0.076,242.2,16.2,38.0,1.0,18.0
1.016,0.218,239.58,4.2,0.0,0.0,12.0
0.136,0.0,240.62,0.6,0.0,0.0,1.0
0.36,0.078,241.18,1.6,0.0,0.0,1.0
3.058,0.104,240.16,12.6,0.0,0.0,17.0
1.184,0.266,242.37,5.0,1.0,1.0,0.0
0.434,0.204,243.99,2.0,0.0,1.0,1.0
2.296,0.0,239.14,9.6,0.0,0.0,0.0
0.42,0.114,241.78,1.8,0.0,0.0,1.0
0.22,0.05,242.4,1.0,0.0,0.0,0.0
0.392,0.356,243.68,2.0,0.0,1.0,1.0
0.338,0.106,243.58,1.4,0.0,0.0,1.0
1.604,0.312,241.5,6.8,1.0,0.0,4.0
0.394,0.15,242.69,1.8,0.0,2.0,0.0
0.232,0.0,241.94,1.0,0.0,0.0,1.0
0.08,0.0,239.41,0.2,0.0,0.0,1.0
2.246,0.226,240.11,9.6,1.0,0.0,18.0
0.352,0.112,242.76,1.6,0.0,0.0,0.0
0.774,0.242,244.3,3.2,0.0,0.0,0.0
0.618,0.386,239.98,3.0,0.0,1.0,0.0
0.344,0.182,242.3,1.6,0.0,2.0,0.0
0.37,0.086,244.44,1.6,0.0,0.0,0.0
0.482,0.0,248.13,2.4,1.0,0.0,1.0
1.738,0.048,240.66,7.2,0.0,0.0,18.0
4.544,0.084,239.19,19.0,38.0,0.0,18.0
2.558,0.318,235.81,10.8,1.0,36.0,1.0
0.564,0.292,240.0,2.6,0.0,0.0,1.0
0.078,0.0,237.78,0.2,0.0,0.0,1.0
0.902,0.06,245.84,3.6,0.0,0.0,0.0
0.61,0.072,242.29,3.0,0.0,0.0,8.0
0.466,0.0,240.66,1.8,0.0,0.0,0.0
0.234,0.132,242.29,1.0,0.0,2.0,1.0
2.644,0.0,242.7,10.8,0.0,38.0,1.0
1.526,0.204,244.71,6.2,0.0,2.0,19.0
0.24,0.052,239.74,1.0,0.0,2.0,0.0
1.12,0.242,241.1,4.6,0.0,0.0,1.0
0.256,0.268,239.52,1.4,0.0,2.0,1.0
1.356,0.046,248.5,5.4,0.0,0.0,19.0
1.658,0.0,238.48,6.8,0.0,0.0,18.0
0.382,0.192,249.83,1.6,0.0,0.0,0.0
0.324,0.074,248.52,1.4,0.0,0.0,0.0
0.298,0.078,242.47,1.2,0.0,0.0,0.0
0.53,0.0,244.99,2.2,0.0,0.0,0.0
1.536,0.216,242.19,6.4,0.0,0.0,1.0
0.398,0.0,239.99,1.8,0.0,0.0,0.0
1.334,0.122,238.92,5.6,0.0,1.0,17.0
1.458,0.138,240.73,6.0,0.0,0.0,18.0
0.192,0.0,240.01,0.8,0.0,0.0,1.0
0.598,0.07,247.62,2.4,0.0,0.0,0.0
1.356,0.27,237.91,5.8,0.0,0.0,18.0
0.326,0.116,243.31,1.4,0.0,0.0,0.0
1.46,0.268,240.55,6.2,0.0,17.0,0.0
0.412,0.124,243.68,1.8,0.0,0.0,0.0
2.858,0.21,245.84,11.6,0.0,0.0,20.0
0.366,0.206,242.97,1.6,0.0,0.0,0.0
1.388,0.236,236.2,5.8,0.0,0.0,18.0
6.174,0.076,235.08,26.2,0.0,73.0,17.0
1.564,0.126,240.63,6.4,0.0,0.0,17.0
0.682,0.198,240.39,2.8,0.0,1.0,0.0
3.1,0.124,239.42,13.0,0.0,0.0,18.0
1.706,0.198,243.75,7.0,0.0,1.0,19.0
2.914,0.432,241.05,12.2,0.0,0.0,19.0
1.916,0.238,238.91,8.0,0.0,0.0,18.0
0.242,0.0,247.34,1.0,0.0,0.0,1.0
0.394,0.056,240.02,1.8,0.0,0.0,0.0
1.648,0.428,236.41,7.2,0.0,1.0,1.0
0.296,0.098,243.07,1.2,0.0,0.0,0.0
1.296,0.06,237.84,5.4,0.0,0.0,18.0
3.924,0.222,238.63,16.8,0.0,30.0,18.0
2.67,0.078,242.94,11.0,39.0,0.0,1.0
0.212,0.098,241.45,1.0,0.0,0.0,0.0
0.29,0.068,240.73,1.2,0.0,0.0,0.0
0.24,0.082,240.45,1.0,0.0,0.0,0.0
2.566,0.168,238.8,10.6,0.0,0.0,19.0
0.17,0.14,240.51,0.8,0.0,1.0,0.0
0.158,0.0,243.8,0.6,0.0,0.0,0.0
0.24,0.126,238.49,1.2,0.0,2.0,1.0
2.328,0.326,246.54,9.4,0.0,0.0,29.0
0.224,0.0,244.36,1.0,0.0,0.0,0.0
0.232,0.05,240.16,1.2,0.0,0.0,1.0
0.218,0.0,240.46,0.8,0.0,0.0,1.0
0.496,0.396,243.46,2.6,0.0,0.0,0.0
0.342,0.0,233.91,1.8,0.0,0.0,1.0
0.306,0.226,240.23,1.6,0.0,2.0,1.0
1.522,0.23,238.23,7.4,0.0,0.0,0.0
0.124,0.0,240.54,0.6,0.0,0.0,0.0
1.484,0.184,240.04,6.2,0.0,1.0,17.0
0.378,0.1,245.34,1.6,0.0,0.0,0.0
0.344,0.116,242.15,1.4,0.0,0.0,1.0
0.408,0.236,245.3,1.8,0.0,2.0,0.0
0.316,0.116,243.86,1.4,0.0,1.0,1.0
0.202,0.134,239.5,1.0,0.0,0.0,0.0
1.116,0.072,245.99,4.6,0.0,0.0,0.0
0.274,0.0,237.33,1.2,0.0,0.0,0.0
1.288,0.078,235.58,5.4,0.0,0.0,18.0
0.806,0.092,241.6,3.4,0.0,0.0,12.0
2.556,0.146,237.23,10.8,0.0,0.0,18.0
3.574,0.07,239.81,14.8,0.0,0.0,18.0
1.314,0.0,240.59,5.4,0.0,0.0,19.0
2.1,0.282,238.78,8.8,0.0,0.0,28.0
1.574,0.342,240.41,6.6,0.0,2.0,18.0
0.554,0.0,239.29,2.2,0.0,0.0,0.0
0.556,0.0,241.71,2.4,0.0,0.0,0.0
1.478,0.048,239.77,6.0,0.0,0.0,17.0
0.374,0.202,242.54,1.8,0.0,1.0,1.0
1.782,0.318,241.08,7.4,0.0,1.0,18.0
1.452,0.088,241.44,6.0,0.0,0.0,0.0
0.194,0.074,242.82,0.8,0.0,0.0,1.0
1.448,0.196,240.27,6.0,0.0,0.0,17.0
1.426,0.076,239.46,6.0,0.0,0.0,19.0
0.506,0.108,245.95,3.0,1.0,2.0,0.0
0.476,0.162,245.99,2.0,0.0,0.0,0.0
1.498,0.104,239.8,6.2,0.0,0.0,18.0
1.352,0.092,240.25,5.6,0.0,0.0,18.0
0.578,0.186,236.18,2.6,0.0,0.0,1.0
0.412,0.23,249.79,1.8,0.0,1.0,0.0
0.184,0.0,243.25,0.8,0.0,0.0,0.0
1.51,0.0,240.91,6.2,0.0,0.0,0.0
0.248,0.0,249.02,1.0,0.0,0.0,1.0
0.254,0.0,247.35,1.0,0.0,0.0,1.0
0.28,0.108,242.46,1.2,0.0,0.0,0.0
1.368,0.0,244.05,5.6,0.0,0.0,19.0
0.262,0.0,244.82,1.0,0.0,0.0,1.0
0.212,0.114,241.25,1.0,0.0,1.0,1.0
0.182,0.12,242.07,0.8,0.0,1.0,0.0
0.4,0.0,242.63,1.6,0.0,1.0,0.0
0.296,0.09,236.64,1.2,0.0,0.0,0.0
0.782,0.22,238.61,3.4,0.0,1.0,0.0
0.432,0.046,242.8,2.0,0.0,0.0,0.0
0.374,0.112,242.11,1.6,0.0,0.0,0.0
0.37,0.11,241.47,1.6,0.0,1.0,0.0
0.356,0.0,245.43,1.6,0.0,0.0,1.0
2.022,0.056,239.34,8.6,0.0,1.0,17.0
1.544,0.106,245.93,6.2,0.0,3.0,20.0
0.398,0.082,245.64,1.6,0.0,1.0,0.0
1.126,0.266,241.84,4.8,0.0,0.0,12.0
0.35,0.218,238.9,1.6,0.0,0.0,0.0
0.244,0.0,241.2,1.0,0.0,0.0,0.0
1.556,0.218,239.76,6.4,1.0,0.0,0.0
1.37,0.098,240.95,5.6,0.0,1.0,18.0
1.36,0.062,240.83,5.6,0.0,1.0,18.0
0.248,0.0,244.58,1.0,0.0,0.0,0.0
0.414,0.084,238.57,2.0,0.0,0.0,0.0
0.336,0.126,237.12,1.4,0.0,0.0,0.0
2.034,0.0,235.26,8.8,0.0,1.0,17.0
1.182,0.0,243.33,4.8,0.0,0.0,0.0
0.21,0.0,245.96,0.8,0.0,0.0,0.0
0.392,0.354,239.89,2.2,0.0,2.0,1.0
1.968,0.238,237.71,8.4,0.0,1.0,17.0
1.264,0.1,234.29,5.4,0.0,1.0,17.0
1.298,0.0,238.9,5.4,0.0,0.0,18.0
0.314,0.0,241.42,1.4,0.0,0.0,1.0
4.896,0.0,238.75,20.4,37.0,0.0,18.0
0.252,0.0,244.32,1.0,0.0,0.0,1.0
0.358,0.134,243.06,1.6,0.0,0.0,0.0
3.2,0.282,236.93,13.4,0.0,0.0,18.0
1.222,0.08,231.73,5.2,1.0,0.0,17.0
0.244,0.142,244.94,1.0,0.0,0.0,1.0
1.362,0.094,239.72,5.6,0.0,1.0,18.0
1.45,0.214,239.93,6.0,0.0,1.0,18.0
0.356,0.114,241.98,1.4,0.0,0.0,0.0
0.162,0.0,240.28,0.8,0.0,0.0,1.0
1.87,0.188,243.78,7.6,0.0,3.0,19.0
0.214,0.116,239.97,1.0,0.0,0.0,0.0
0.204,0.12,241.44,1.0,0.0,1.0,0.0
0.454,0.076,234.63,2.0,0.0,0.0,0.0
1.45,0.058,241.98,6.0,0.0,0.0,19.0
0.26,0.114,242.51,1.2,0.0,2.0,1.0
2.802,0.056,237.24,11.8,0.0,0.0,17.0
0.21,0.0,236.84,0.8,0.0,0.0,0.0
0.21,0.0,241.0,0.8,0.0,0.0,0.0
0.408,0.082,241.47,1.8,0.0,0.0,0.0
4.044,0.134,236.61,17.2,0.0,31.0,0.0
0.232,0.0,244.86,1.0,0.0,0.0,0.0
3.344,0.058,236.71,14.2,37.0,0.0,0.0
3.314,0.232,238.93,14.6,24.0,0.0,18.0
0.38,0.346,240.86,2.0,0.0,2.0,1.0
0.452,0.232,244.06,2.2,0.0,1.0,0.0
0.442,0.108,240.15,1.8,0.0,1.0,0.0
0.104,0.0,239.31,0.4,0.0,0.0,0.0
0.096,0.0,240.34,0.4,0.0,0.0,1.0
0.51,0.092,239.81,2.2,0.0,0.0,0.0
0.45,0.27,242.96,2.0,0.0,1.0,1.0
1.146,0.09,241.54,4.8,0.0,1.0,1.0
0.696,0.236,244.03,3.0,0.0,1.0,0.0
2.374,0.086,241.12,10.2,0.0,0.0,18.0
0.756,0.094,241.0,3.0,0.0,0.0,1.0
0.316,0.092,243.72,1.4,0.0,2.0,0.0
0.406,0.188,244.27,1.8,0.0,0.0,0.0
0.362,0.054,239.54,2.2,0.0,0.0,0.0
2.198,0.066,240.13,9.2,0.0,0.0,18.0
1.348,0.074,241.95,5.6,0.0,0.0,19.0
1.564,0.102,237.76,7.0,0.0,0.0,18.0
0.41,0.218,241.93,1.8,0.0,0.0,0.0
5.86,0.0,236.2,24.8,1.0,73.0,18.0
1.486,0.208,239.94,6.2,0.0,2.0,18.0
1.312,0.202,241.74,5.4,0.0,0.0,0.0
0.152,0.0,241.48,0.6,0.0,0.0,1.0
0.214,0.0,243.39,0.8,0.0,0.0,0.0
0.708,0.128,240.17,3.0,0.0,0.0,1.0
0.304,0.234,238.98,1.6,0.0,1.0,1.0
3.634,0.19,236.4,15.4,37.0,1.0,0.0
2.12,0.134,248.25,8.4,0.0,0.0,20.0
0.672,0.106,243.29,2.8,0.0,0.0,0.0
2.866,0.074,232.61,12.4,0.0,0.0,0.0
2.8,0.252,239.64,11.6,0.0,1.0,18.0
0.366,0.136,245.77,1.6,0.0,0.0,0.0
1.932,0.166,238.56,8.2,0.0,0.0,18.0
0.102,0.0,235.92,0.4,0.0,0.0,0.0
0.142,0.0,238.26,0.6,0.0,0.0,1.0
1.936,0.39,239.49,8.2,0.0,2.0,18.0
0.26,0.0,242.19,1.2,0.0,0.0,0.0
1.396,0.0,244.81,5.6,0.0,0.0,18.0
0.518,0.0,238.31,2.2,0.0,0.0,1.0
0.294,0.162,239.83,1.4,0.0,1.0,0.0
0.312,0.102,239.07,1.4,0.0,0.0,1.0
0.31,0.0,243.23,1.4,0.0,0.0,1.0
0.226,0.114,242.76,1.0,0.0,0.0,0.0
0.936,0.144,240.29,3.8,0.0,1.0,1.0
1.396,0.102,243.7,5.6,0.0,1.0,19.0
0.704,0.356,238.92,3.2,1.0,1.0,0.0
0.252,0.058,242.78,1.0,0.0,0.0,0.0
1.83,0.164,240.33,7.6,0.0,0.0,17.0
0.23,0.0,246.42,1.0,0.0,0.0,0.0
1.872,0.0,244.17,7.6,0.0,1.0,0.0
1.292,0.05,242.8,5.2,0.0,0.0,18.0
1.706,0.206,237.47,7.2,0.0,1.0,17.0
1.248,0.0,238.08,5.2,0.0,0.0,17.0
0.326,0.234,239.47,1.6,0.0,1.0,1.0
0.458,0.22,241.25,2.2,0.0,0.0,0.0
0.31,0.11,239.28,1.4,0.0,0.0,0.0
0.756,0.062,243.25,3.0,0.0,0.0,0.0
0.21,0.0,237.02,1.0,0.0,0.0,0.0
1.432,0.052,242.02,5.8,0.0,0.0,18.0
0.396,0.062,243.61,1.6,0.0,2.0,1.0
0.394,0.228,243.45,1.8,0.0,0.0,1.0
0.348,0.126,244.98,1.4,0.0,0.0,0.0
0.122,0.0,234.43,0.6,0.0,0.0,0.0
0.344,0.1,248.39,1.4,0.0,1.0,1.0
1.288,0.096,243.23,5.2,0.0,0.0,1.0
0.324,0.104,242.61,1.4,0.0,0.0,0.0
0.336,0.1,240.96,1.4,0.0,1.0,1.0
1.55,0.094,239.99,8.6,0.0,0.0,0.0
0.444,0.126,242.16,2.0,0.0,0.0,0.0
1.254,0.0,242.13,5.2,0.0,0.0,0.0
0.546,0.0,237.35,2.2,0.0,0.0,0.0
0.442,0.332,242.38,2.2,0.0,2.0,0.0
0.272,0.064,242.23,1.2,0.0,0.0,1.0
0.886,0.126,243.26,5.4,0.0,0.0,1.0
0.474,0.162,242.93,2.0,0.0,0.0,0.0
0.246,0.086,242.17,1.0,0.0,1.0,1.0
0.402,0.228,240.32,1.8,1.0,1.0,1.0
1.338,0.0,245.5,5.4,0.0,0.0,18.0
2.49,0.218,242.27,10.2,0.0,1.0,0.0
1.352,0.084,237.52,5.6,0.0,0.0,17.0
1.024,0.218,240.13,4.4,0.0,0.0,1.0
0.952,0.308,237.33,4.2,0.0,0.0,12.0
0.964,0.306,239.9,4.2,0.0,0.0,0.0
0.178,0.0,241.29,1.0,0.0,0.0,1.0
0.168,0.0,241.21,0.8,0.0,0.0,1.0
1.052,0.072,240.87,4.4,0.0,0.0,0.0
1.53,0.086,242.54,6.2,0.0,0.0,19.0
2.118,0.188,241.7,8.8,0.0,1.0,18.0
0.432,0.0,244.27,1.8,0.0,0.0,0.0
1.582,0.212,241.09,6.6,0.0,2.0,18.0
3.896,0.498,242.63,16.4,0.0,0.0,18.0
1.48,0.102,238.27,6.2,0.0,0.0,18.0
0.378,0.072,241.62,1.6,0.0,2.0,0.0
1.608,0.12,241.43,6.6,0.0,0.0,17.0
0.276,0.068,235.44,1.2,0.0,0.0,0.0
0.992,0.0,245.51,4.0,0.0,0.0,0.0
0.348,0.068,241.87,1.4,0.0,0.0,0.0
1.346,0.054,239.69,5.6,0.0,0.0,17.0
2.284,0.15,233.67,10.2,0.0,0.0,28.0
1.304,0.0,240.95,5.4,0.0,1.0,17.0
0.382,0.206,243.62,1.8,0.0,2.0,0.0
2.448,0.0,239.96,10.2,0.0,0.0,18.0
1.508,0.346,242.25,6.4,0.0,2.0,18.0
1.764,0.2,236.23,7.4,0.0,1.0,18.0
0.468,0.358,242.22,2.4,0.0,1.0,0.0
1.692,0.0,239.51,7.0,0.0,0.0,18.0
0.2,0.0,240.31,0.8,0.0,0.0,1.0
0.284,0.086,238.52,1.2,0.0,0.0,0.0
1.484,0.19,243.65,6.0,0.0,1.0,18.0
2.044,0.23,247.28,8.2,0.0,1.0,19.0
0.15,0.0,236.79,0.6,0.0,0.0,1.0
0.434,0.158,241.05,1.8,0.0,1.0,1.0
0.234,0.0,242.79,1.0,0.0,0.0,0.0
1.696,0.046,240.39,7.0,0.0,0.0,1.0
1.334,0.198,236.72,5.6,0.0,0.0,18.0
0.396,0.242,241.77,2.0,0.0,1.0,1.0
0.558,0.132,242.98,2.4,1.0,0.0,1.0
1.546,0.072,241.6,6.4,0.0,0.0,18.0
2.446,0.098,239.88,10.2,0.0,1.0,17.0
0.242,0.0,249.14,1.0,0.0,0.0,0.0
0.52,0.31,235.89,2.4,1.0,1.0,0.0
0.462,0.214,241.84,2.0,0.0,0.0,1.0
1.318,0.092,241.04,5.4,0.0,2.0,19.0
